,Country,EdLevel,CodingExperiance,Salary
62089,Australia,Bachelor,15.0,120311.0
62099,United States of America,PostGrad,1.0,142000.0
62103,United States of America,Bachelor,2.0,110000.0
62117,United States of America,Masters,13.0,149982.0
62127,France,Masters,24.0,79983.0
62130,Brazil,Masters,3.0,24928.0
62131,Australia,PostGrad,10.0,99080.0
62140,United States of America,Bachelor,0.5,160000.0
62141,Brazil,less than bachelor's,3.0,24924.0
62143,United States of America,Bachelor,1.0,90000.0
62145,United States of America,less than bachelor's,4.0,140000.0
62149,United States of America,Masters,3.0,160000.0
62150,United States of America,Bachelor,13.0,100000.0
62152,Australia,Bachelor,12.0,84925.0
62155,United States of America,Bachelor,0.5,62000.0
62159,Australia,Bachelor,15.0,123849.0
62163,Canada,Bachelor,5.0,57001.0
62174,United States of America,Masters,1.0,70000.0
62175,United States of America,less than bachelor's,7.0,155000.0
62176,Australia,Bachelor,3.0,81387.0
62188,Australia,Masters,4.0,70771.0
62190,United States of America,PostGrad,0.5,92000.0
62202,United States of America,Bachelor,11.0,122400.0
62208,Canada,Masters,28.0,78084.0
62209,Australia,less than bachelor's,14.0,77848.0
62213,United States of America,Masters,5.0,122000.0
62222,United States of America,PostGrad,7.0,98000.0
62227,United States of America,Bachelor,3.0,135000.0
62228,United States of America,Bachelor,3.0,90000.0
62229,Canada,Bachelor,5.0,57001.0
62230,Australia,Bachelor,36.0,50952.0
62239,India,Bachelor,10.0,39337.0
62244,Canada,less than bachelor's,5.0,156168.0
62259,Australia,less than bachelor's,7.0,67233.0
62260,United States of America,Bachelor,4.0,115000.0
62264,United States of America,Bachelor,5.0,105000.0
62281,United States of America,Bachelor,5.0,159500.0
62287,United States of America,Bachelor,2.0,140000.0
62299,United States of America,Bachelor,23.0,165000.0
62304,Australia,Masters,10.0,131634.0
62307,Canada,Bachelor,2.0,51536.0
62308,France,Masters,7.0,61853.0
62319,Canada,Bachelor,3.0,81988.0
62325,Brazil,Bachelor,7.0,59832.0
62339,United States of America,Bachelor,3.0,131000.0
62343,Australia,PostGrad,0.5,88464.0
62345,United States of America,Bachelor,5.0,75000.0
62350,India,Bachelor,10.0,34044.0
62352,India,Bachelor,7.0,37402.0
62354,India,Masters,8.0,39981.0
62356,Australia,PostGrad,4.0,96956.0
62357,India,Bachelor,6.0,51589.0
62358,United States of America,less than bachelor's,6.0,120000.0
62361,Sweden,Bachelor,5.0,57288.0
62365,India,Bachelor,12.0,38692.0
62366,United States of America,Bachelor,2.0,175000.0
62369,Australia,Masters,1.0,50247.0
62381,Australia,Bachelor,4.0,88464.0
62393,United States of America,less than bachelor's,8.0,104000.0
62394,India,Bachelor,5.0,27852.0
62407,France,PostGrad,13.0,42657.0
62420,India,Bachelor,10.0,23220.0
62424,India,Bachelor,4.0,32243.0
62426,Spain,Masters,12.0,117308.0
62444,Germany,less than bachelor's,5.0,120936.0
62449,United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,81666.0
62478,United Kingdom of Great Britain and Northern Ireland,Bachelor,25.0,170870.0
62483,United States of America,Masters,2.0,75000.0
62486,Germany,Bachelor,15.0,38392.0
62495,India,Bachelor,2.0,75840.0
62498,India,Bachelor,10.0,109626.0
62505,Germany,Masters,6.0,39672.0
62507,Germany,less than bachelor's,5.0,44796.0
62513,Germany,Bachelor,7.0,79983.0
62518,India,Bachelor,11.0,77383.0
62522,United States of America,less than bachelor's,16.0,100000.0
62528,India,Masters,7.0,12897.0
62532,India,Bachelor,2.0,11607.0
62544,Germany,Masters,20.0,106212.0
62555,Italy,less than bachelor's,0.5,21120.0
62556,France,PostGrad,14.0,41959.0
62559,India,less than bachelor's,2.0,64525.0
62563,Germany,less than bachelor's,3.0,42228.0
62569,France,Masters,4.0,74651.0
62572,Canada,Bachelor,2.0,70276.0
62575,Poland,Masters,3.0,29136.0
62583,India,Masters,5.0,23215.0
62587,France,PostGrad,6.0,41058.0
62589,Germany,PostGrad,10.0,66119.0
62599,Poland,Masters,14.0,74928.0
62603,United Kingdom of Great Britain and Northern Ireland,Masters,4.0,47115.0
62614,Germany,Masters,0.5,53322.0
62623,France,Masters,6.0,76783.0
62626,Sweden,Bachelor,8.0,64608.0
62628,India,Masters,10.0,37402.0
62631,Poland,Bachelor,8.0,55944.0
62637,France,PostGrad,10.0,31993.0
62641,Netherlands,Bachelor,3.0,38392.0
62650,Spain,Bachelor,5.0,47990.0
62655,Sweden,less than bachelor's,22.0,67044.0
62662,Germany,Masters,2.0,38392.0
62666,Spain,Bachelor,0.5,20262.0
62672,Italy,less than bachelor's,21.0,47990.0
62676,Germany,less than bachelor's,8.0,79008.0
62678,Netherlands,Bachelor,10.0,69318.0
62682,Germany,Masters,2.0,50772.0
62683,Germany,Bachelor,11.0,79983.0
62685,Germany,PostGrad,21.0,63986.0
62689,Netherlands,Masters,6.0,53748.0
62697,Poland,less than bachelor's,5.0,69372.0
62703,Germany,Masters,20.0,111976.0
62705,Germany,Masters,9.0,53322.0
62716,Sweden,Masters,6.0,61560.0
62718,India,Masters,4.0,123816.0
62719,Germany,Masters,21.0,78060.0
62721,Spain,Masters,10.0,58654.0
62726,United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,62820.0
62728,United Kingdom of Great Britain and Northern Ireland,Masters,4.0,59050.0
62731,Italy,Masters,36.0,43724.0
62740,Germany,PostGrad,3.0,38388.0
62741,Spain,Masters,3.0,42657.0
62744,France,Masters,4.0,46923.0
62751,United Kingdom of Great Britain and Northern Ireland,Bachelor,20.0,94230.0
62759,France,Masters,5.0,48624.0
62761,United Kingdom of Great Britain and Northern Ireland,Masters,2.0,32666.0
62762,Spain,Bachelor,15.0,36259.0
62764,Germany,less than bachelor's,3.0,38388.0
62767,Italy,Bachelor,3.0,21756.0
62779,Germany,Bachelor,8.0,74651.0
62781,Sweden,less than bachelor's,8.0,85320.0
62788,Poland,Masters,15.0,75480.0
62789,France,PostGrad,5.0,31992.0
62792,Germany,Bachelor,15.0,95979.0
62794,Germany,Bachelor,3.0,51192.0
62796,Germany,Masters,2.0,76788.0
62798,Germany,Masters,20.0,59720.0
62801,Sweden,Bachelor,25.0,51924.0
62810,India,Masters,11.0,49009.0
62814,France,Masters,12.0,55455.0
62815,United Kingdom of Great Britain and Northern Ireland,Masters,10.0,60307.0
62819,France,Masters,4.0,36792.0
62824,Italy,less than bachelor's,4.0,42657.0
62836,Spain,PostGrad,38.0,47990.0
62837,Germany,Masters,1.0,95979.0
62844,Poland,less than bachelor's,0.5,15264.0
62845,Netherlands,Masters,20.0,79983.0
62848,France,Masters,16.0,63986.0
62849,Germany,less than bachelor's,5.0,69318.0
62851,United Kingdom of Great Britain and Northern Ireland,Masters,2.0,51512.0
62852,France,Masters,6.0,55455.0
62859,Poland,Masters,4.0,83256.0
62863,Netherlands,less than bachelor's,14.0,55455.0
62865,United States of America,Bachelor,27.0,145000.0
62866,Germany,less than bachelor's,6.0,79983.0
62881,Poland,Bachelor,16.0,74928.0
62890,Sweden,Bachelor,5.0,87865.0
62892,Poland,Masters,8.0,41628.0
62906,United Kingdom of Great Britain and Northern Ireland,Masters,9.0,94230.0
62909,United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,56538.0
62911,United Kingdom of Great Britain and Northern Ireland,Bachelor,9.0,81666.0
62920,Poland,Bachelor,2.0,12492.0
62925,United Kingdom of Great Britain and Northern Ireland,Masters,24.0,138203.0
62926,France,Masters,6.0,38392.0
62936,Netherlands,Masters,5.0,44796.0
62938,Germany,less than bachelor's,14.0,100245.0
62944,United Kingdom of Great Britain and Northern Ireland,Bachelor,19.0,64076.0
62949,France,Masters,15.0,28788.0
62950,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,1.0,35179.0
62951,United Kingdom of Great Britain and Northern Ireland,PostGrad,7.0,113075.0
62956,Germany,Bachelor,5.0,74651.0
62958,Poland,Bachelor,12.0,58272.0
62959,India,Masters,5.0,10836.0
62960,Germany,less than bachelor's,20.0,44796.0
62963,United Kingdom of Great Britain and Northern Ireland,Masters,20.0,64076.0
62967,Germany,PostGrad,10.0,63984.0
62969,Germany,Masters,7.0,57588.0
62971,Germany,Masters,10.0,95979.0
62977,Germany,Masters,8.0,67186.0
62980,Germany,less than bachelor's,4.0,38772.0
62983,Australia,Bachelor,27.0,95541.0
62988,Spain,Bachelor,0.5,27194.0
62991,Spain,less than bachelor's,10.0,31993.0
62994,France,Bachelor,15.0,53322.0
63002,Poland,Masters,7.0,55500.0
63004,United Kingdom of Great Britain and Northern Ireland,PostGrad,36.0,40205.0
63005,United Kingdom of Great Britain and Northern Ireland,Bachelor,20.0,81666.0
63025,United Kingdom of Great Britain and Northern Ireland,Masters,3.0,81666.0
63029,Spain,Masters,10.0,88514.0
63035,United Kingdom of Great Britain and Northern Ireland,Bachelor,10.0,90460.0
63036,India,Bachelor,2.0,23215.0
63041,Netherlands,less than bachelor's,3.0,72518.0
63042,Netherlands,Bachelor,11.0,159966.0
63048,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,96114.0
63057,United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,81666.0
63064,United Kingdom of Great Britain and Northern Ireland,Masters,14.0,79153.0
63066,India,Bachelor,11.0,26316.0
63070,Italy,Masters,15.0,29436.0
63072,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,24.0,150767.0
63076,Poland,Bachelor,2.0,27756.0
63086,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,33923.0
63101,Germany,Masters,12.0,106644.0
63104,United States of America,Bachelor,8.0,130000.0
63107,India,Bachelor,9.0,34822.0
63115,United Kingdom of Great Britain and Northern Ireland,Bachelor,27.0,69102.0
63118,Germany,Masters,2.0,57588.0
63119,Canada,Bachelor,13.0,97605.0
63123,Netherlands,PostGrad,4.0,53322.0
63124,United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,106793.0
63132,Poland,less than bachelor's,4.0,17340.0
63134,Poland,Masters,8.0,38856.0
63136,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,1.0,62820.0
63140,France,Masters,15.0,47990.0
63141,Italy,Masters,2.0,21756.0
63142,United Kingdom of Great Britain and Northern Ireland,Bachelor,17.0,60307.0
63145,Germany,Masters,5.0,63986.0
63148,India,Bachelor,3.0,38692.0
63150,Germany,PostGrad,29.0,138637.0
63154,Germany,Masters,27.0,58872.0
63156,Germany,Masters,6.0,60787.0
63161,Germany,less than bachelor's,0.5,33276.0
63162,United Kingdom of Great Britain and Northern Ireland,Bachelor,18.0,105537.0
63163,Netherlands,less than bachelor's,8.0,127972.0
63165,France,Masters,2.0,74651.0
63166,Germany,less than bachelor's,6.0,64632.0
63172,Netherlands,Masters,11.0,70380.0
63176,India,Masters,5.0,30953.0
63180,Germany,Masters,22.0,44796.0
63185,Spain,PostGrad,10.0,53322.0
63187,Germany,Bachelor,2.0,69318.0
63192,India,Bachelor,1.0,15477.0
63202,Netherlands,Bachelor,27.0,83184.0
63205,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,47115.0
63208,Germany,PostGrad,10.0,149301.0
63213,Canada,PostGrad,6.0,117126.0
63219,United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,38320.0
63221,Germany,Bachelor,10.0,55032.0
63230,Poland,less than bachelor's,1.0,18312.0
63231,United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,27641.0
63237,Spain,Bachelor,15.0,47990.0
63238,Poland,Masters,0.5,26364.0
63239,France,Masters,4.0,30708.0
63244,India,Bachelor,4.0,15477.0
63249,Germany,less than bachelor's,5.0,51192.0
63252,France,Masters,10.0,60787.0
63255,Italy,Bachelor,1.0,16632.0
63257,Germany,Bachelor,4.0,53322.0
63263,United States of America,Bachelor,8.0,130000.0
63265,Germany,PostGrad,23.0,170630.0
63266,Italy,Masters,6.0,28794.0
63272,United States of America,PostGrad,3.0,140000.0
63273,Germany,Bachelor,6.0,61853.0
63274,Sweden,Bachelor,3.0,46320.0
63276,United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,157049.0
63277,Canada,Masters,27.0,89797.0
63281,France,Masters,2.0,73883.0
63284,Germany,less than bachelor's,2.0,49908.0
63289,Italy,PostGrad,4.0,31992.0
63297,India,Bachelor,10.0,38692.0
63299,Germany,less than bachelor's,10.0,71664.0
63303,United States of America,Bachelor,20.0,87000.0
63311,Poland,less than bachelor's,19.0,41625.0
63312,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,31410.0
63314,United Kingdom of Great Britain and Northern Ireland,Bachelor,11.0,75384.0
63319,Canada,Masters,3.0,58563.0
63320,Germany,Masters,3.0,59604.0
63321,Italy,less than bachelor's,2.0,17916.0
63323,Germany,Bachelor,3.0,63984.0
63325,Sweden,Bachelor,14.0,66026.0
63328,France,Masters,3.0,74651.0
63336,United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,33923.0
63337,United Kingdom of Great Britain and Northern Ireland,Bachelor,9.0,82922.0
63339,India,Bachelor,6.0,32243.0
63342,India,Bachelor,11.0,61907.0
63353,Italy,Masters,4.0,21756.0
63354,India,Bachelor,9.0,41271.0
63356,France,Masters,2.0,27516.0
63360,United States of America,Bachelor,4.0,150000.0
63364,Germany,PostGrad,20.0,85315.0
63371,Sweden,Masters,12.0,67044.0
63379,United States of America,less than bachelor's,32.0,97500.0
63380,Canada,PostGrad,20.0,67152.0
63391,Germany,Bachelor,7.0,69318.0
63392,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,7.0,100511.0
63393,Poland,PostGrad,5.0,72000.0
63396,United States of America,Bachelor,2.0,60000.0
63398,Netherlands,less than bachelor's,50.0,127972.0
63399,Spain,Masters,11.0,85315.0
63402,Netherlands,Bachelor,5.0,51192.0
63416,United States of America,Bachelor,5.0,150000.0
63433,Germany,Bachelor,4.0,53322.0
63437,Spain,less than bachelor's,17.0,34126.0
63439,Poland,less than bachelor's,17.0,18036.0
63442,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,75384.0
63447,Canada,Bachelor,3.0,64029.0
63448,United States of America,Bachelor,10.0,140000.0
63454,Brazil,Bachelor,3.0,13716.0
63455,Spain,Masters,15.0,56521.0
63456,France,Bachelor,4.0,26880.0
63460,Italy,less than bachelor's,25.0,23040.0
63472,United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,110563.0
63475,Spain,Bachelor,2.0,26661.0
63476,Netherlands,less than bachelor's,17.0,66119.0
63481,United States of America,Bachelor,7.0,150000.0
63483,Netherlands,Bachelor,4.0,76788.0
63485,United States of America,less than bachelor's,4.0,145000.0
63486,United Kingdom of Great Britain and Northern Ireland,Masters,6.0,100511.0
63489,Netherlands,Bachelor,14.0,93846.0
63490,India,Masters,9.0,20892.0
63492,Germany,less than bachelor's,11.0,106644.0
63493,India,Bachelor,5.0,12897.0
63494,Brazil,less than bachelor's,15.0,17448.0
63499,United States of America,less than bachelor's,1.0,102000.0
63500,Italy,less than bachelor's,3.0,17280.0
63505,Brazil,Bachelor,10.0,37392.0
63508,Spain,Bachelor,13.0,42657.0
63509,Germany,less than bachelor's,15.0,111976.0
63510,Canada,Masters,5.0,101509.0
63511,United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,50256.0
63517,Australia,Bachelor,38.0,113234.0
63525,United States of America,Bachelor,7.0,101200.0
63526,United States of America,Bachelor,7.0,117000.0
63528,United States of America,less than bachelor's,5.0,70000.0
63530,Netherlands,Masters,7.0,90647.0
63531,Italy,less than bachelor's,2.0,17280.0
63534,Netherlands,Bachelor,8.0,85315.0
63542,India,Bachelor,3.0,12897.0
63549,Netherlands,Bachelor,21.0,83182.0
63556,Poland,Masters,5.0,49956.0
63557,Germany,Masters,9.0,72516.0
63559,United States of America,Masters,8.0,125000.0
63565,Australia,Masters,3.0,67233.0
63567,United States of America,Bachelor,17.0,160000.0
63572,United States of America,Bachelor,12.0,150000.0
63576,United Kingdom of Great Britain and Northern Ireland,Masters,21.0,118101.0
63577,United States of America,Bachelor,15.0,145000.0
63582,Canada,Bachelor,6.0,83550.0
63583,Netherlands,Bachelor,8.0,106644.0
63587,United States of America,Bachelor,12.0,160000.0
63591,United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,51512.0
63594,Canada,Masters,5.0,70276.0
63598,Canada,less than bachelor's,2.0,50755.0
63599,United States of America,Bachelor,15.0,138000.0
63607,Germany,less than bachelor's,6.0,53748.0
63611,Poland,less than bachelor's,5.0,28308.0
63616,United States of America,Bachelor,17.0,113000.0
63618,Germany,Masters,8.0,83653.0
63623,Germany,less than bachelor's,1.0,54388.0
63628,Canada,less than bachelor's,9.0,93701.0
63631,United States of America,less than bachelor's,14.0,106000.0
63632,United States of America,Bachelor,35.0,120000.0
63633,United States of America,Bachelor,11.0,173000.0
63641,United States of America,Masters,5.0,175000.0
63649,United Kingdom of Great Britain and Northern Ireland,Masters,6.0,75384.0
63652,Germany,less than bachelor's,5.0,34548.0
63653,Brazil,Bachelor,1.0,11964.0
63655,France,Masters,1.0,35192.0
63657,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,7.0,43974.0
63658,Italy,Bachelor,10.0,53322.0
63661,Italy,Masters,5.0,18552.0
63665,United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,100511.0
63668,Canada,less than bachelor's,12.0,71837.0
63673,United States of America,Bachelor,2.0,100000.0
63674,Germany,Bachelor,15.0,159966.0
63678,United Kingdom of Great Britain and Northern Ireland,PostGrad,19.0,106793.0
63682,United States of America,less than bachelor's,3.0,150000.0
63683,Germany,Masters,1.0,74651.0
63694,United States of America,Bachelor,26.0,110000.0
63695,Germany,less than bachelor's,4.0,48624.0
63696,United Kingdom of Great Britain and Northern Ireland,Bachelor,16.0,56538.0
63699,Brazil,Bachelor,16.0,22440.0
63701,Germany,Bachelor,2.0,54384.0
63702,United Kingdom of Great Britain and Northern Ireland,Bachelor,18.0,94230.0
63703,United States of America,Bachelor,6.0,90000.0
63705,Brazil,Masters,6.0,44400.0
63707,Italy,Bachelor,5.0,43724.0
63710,Germany,Bachelor,4.0,70385.0
63713,United States of America,Bachelor,6.0,90000.0
63714,Canada,Bachelor,1.0,62467.0
63715,France,Bachelor,1.0,19200.0
63716,Spain,Bachelor,0.5,63986.0
63719,Canada,Bachelor,1.0,53097.0
63723,United States of America,Bachelor,6.0,160000.0
63725,United States of America,Masters,27.0,118000.0
63728,United States of America,Bachelor,4.0,95000.0
63733,United States of America,Bachelor,15.0,150000.0
63736,Canada,Bachelor,10.0,78084.0
63743,France,Masters,5.0,38392.0
63745,Canada,less than bachelor's,4.0,101509.0
63746,United States of America,Bachelor,21.0,160000.0
63750,United States of America,Bachelor,10.0,175000.0
63752,United States of America,Bachelor,5.0,93000.0
63757,United States of America,Bachelor,7.0,80000.0
63761,United States of America,Bachelor,0.5,76000.0
63765,United States of America,Bachelor,15.0,160000.0
63768,Canada,Masters,11.0,66372.0
63774,Brazil,Bachelor,8.0,36561.0
63778,United States of America,less than bachelor's,24.0,138000.0
63779,Germany,Bachelor,11.0,69318.0
63781,United States of America,Bachelor,12.0,165000.0
63786,United States of America,Bachelor,12.0,160000.0
63787,United States of America,less than bachelor's,1.0,48000.0
63791,Spain,Bachelor,1.0,23462.0
63795,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,72871.0
63797,United States of America,less than bachelor's,3.0,50000.0
63800,United States of America,Masters,10.0,130000.0
63801,Canada,less than bachelor's,5.0,58563.0
63802,Canada,PostGrad,8.0,101509.0
63803,United States of America,Bachelor,18.0,112000.0
63806,Canada,less than bachelor's,22.0,78084.0
63807,United States of America,Bachelor,9.0,105000.0
63808,Spain,less than bachelor's,6.0,37325.0
63816,United States of America,Bachelor,12.0,135000.0
63818,United States of America,Bachelor,30.0,109000.0
63821,United States of America,Bachelor,15.0,116000.0
63829,Canada,PostGrad,4.0,138990.0
63838,Poland,Masters,11.0,41628.0
63846,United States of America,Masters,15.0,155000.0
63848,United States of America,Bachelor,14.0,175000.0
63849,United States of America,Masters,25.0,120000.0
63851,Canada,Bachelor,10.0,126496.0
63864,Germany,PostGrad,5.0,71664.0
63865,France,Masters,5.0,63986.0
63867,United States of America,less than bachelor's,2.0,33280.0
63868,United States of America,Bachelor,7.0,93000.0
63872,United States of America,PostGrad,35.0,108000.0
63880,United States of America,Bachelor,13.0,115000.0
63887,United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,67782.0
63888,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,103024.0
63892,United States of America,Masters,15.0,150000.0
63895,Canada,Bachelor,7.0,85893.0
63898,Netherlands,Masters,7.0,90647.0
63901,Spain,less than bachelor's,9.0,29860.0
63902,United States of America,Bachelor,43.0,100000.0
63903,United States of America,Masters,10.0,100000.0
63905,United States of America,Masters,1.0,125000.0
63906,India,Bachelor,7.0,38692.0
63912,Canada,Bachelor,5.0,117126.0
63915,United States of America,Masters,5.0,130000.0
63916,United States of America,Bachelor,14.0,90000.0
63918,Canada,less than bachelor's,9.0,89797.0
63920,Canada,Bachelor,0.5,66372.0
63921,United States of America,Bachelor,33.0,150000.0
63922,United States of America,Bachelor,4.0,84000.0
63924,France,Masters,5.0,47990.0
63925,United States of America,Bachelor,1.0,92000.0
63927,United States of America,less than bachelor's,6.0,105000.0
63928,United States of America,Bachelor,22.0,155000.0
63930,United States of America,Bachelor,2.0,115000.0
63932,United States of America,Bachelor,7.0,85000.0
63934,Canada,Bachelor,4.0,103852.0
63937,United States of America,Bachelor,8.0,85000.0
63938,United States of America,Bachelor,10.0,123000.0
63945,Spain,Masters,22.0,53322.0
63948,Italy,Bachelor,5.0,35192.0
63950,United States of America,less than bachelor's,3.0,44000.0
63954,United States of America,Bachelor,18.0,155000.0
63955,Brazil,PostGrad,2.0,10536.0
63957,United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,71614.0
63959,United States of America,Bachelor,0.5,87500.0
63960,United States of America,Bachelor,21.0,170000.0
63964,Canada,Bachelor,5.0,66372.0
63966,Canada,less than bachelor's,20.0,50755.0
63967,Brazil,Bachelor,3.0,27420.0
63968,United States of America,Bachelor,12.0,120000.0
63969,Brazil,Bachelor,8.0,27420.0
63971,Brazil,Bachelor,6.0,29916.0
63980,Spain,less than bachelor's,0.5,31993.0
63983,United States of America,less than bachelor's,1.0,80000.0
63985,United States of America,Bachelor,6.0,148600.0
63987,United States of America,Bachelor,17.0,158000.0
63988,United States of America,Bachelor,8.0,110000.0
63991,Canada,Bachelor,6.0,81988.0
64002,Canada,less than bachelor's,12.0,113222.0
64006,United States of America,Bachelor,12.0,155555.0
64010,United States of America,Bachelor,4.0,66000.0
64011,Poland,Masters,10.0,57813.0
64012,United States of America,less than bachelor's,15.0,80000.0
64014,United States of America,Bachelor,3.0,90000.0
64015,United States of America,Bachelor,3.0,76000.0
64016,India,Masters,0.5,30948.0
64018,United States of America,Bachelor,8.0,155000.0
64019,United States of America,Bachelor,5.0,150000.0
64022,United States of America,Bachelor,4.0,155000.0
64024,United States of America,less than bachelor's,5.0,67000.0
64029,United States of America,Bachelor,37.0,120000.0
64034,United States of America,Bachelor,12.0,157000.0
64038,United States of America,Bachelor,3.0,100000.0
64039,United States of America,less than bachelor's,10.0,107000.0
64040,United States of America,Bachelor,9.0,170000.0
64042,United States of America,Masters,6.0,80000.0
64043,Spain,Bachelor,4.0,44790.0
64054,United States of America,Bachelor,6.0,100000.0
64055,United States of America,Bachelor,20.0,120000.0
64058,Brazil,less than bachelor's,6.0,29916.0
64059,Germany,less than bachelor's,6.0,63986.0
64069,Brazil,Bachelor,5.0,35148.0
64071,Brazil,Bachelor,4.0,15708.0
64072,United States of America,Masters,15.0,150000.0
64075,United States of America,Bachelor,36.0,118000.0
64076,Brazil,less than bachelor's,2.0,13716.0
64078,United States of America,Bachelor,10.0,160000.0
64081,United States of America,less than bachelor's,1.0,115000.0
64091,United States of America,Masters,4.0,100000.0
64093,United States of America,Bachelor,10.0,108000.0
64103,United States of America,Bachelor,2.0,90000.0
64105,United States of America,Masters,15.0,170000.0
64106,United States of America,Bachelor,16.0,100000.0
64107,Spain,less than bachelor's,1.0,29860.0
64108,United States of America,Bachelor,10.0,139380.0
64110,United States of America,Masters,37.0,137000.0
64112,India,Masters,9.0,12456.0
64113,United States of America,less than bachelor's,16.0,150000.0
64114,Spain,Bachelor,0.5,26874.0
64119,Germany,less than bachelor's,7.0,79983.0
64123,United States of America,Bachelor,2.0,85000.0
64124,United States of America,Bachelor,4.0,86500.0
64125,Brazil,PostGrad,30.0,12468.0
64135,Spain,PostGrad,15.0,74651.0
64136,Canada,Bachelor,5.0,109318.0
64137,United States of America,Bachelor,7.0,125000.0
64138,Poland,Masters,11.0,55500.0
64143,United States of America,Bachelor,13.0,150000.0
64148,Sweden,Masters,2.0,76788.0
64149,Poland,Bachelor,2.0,25392.0
64151,France,Masters,17.0,58654.0
64156,United States of America,Bachelor,8.0,175000.0
64158,United States of America,Bachelor,6.0,75000.0
64159,United States of America,Bachelor,7.0,100000.0
64167,India,Bachelor,3.0,52879.0
64173,Brazil,Bachelor,4.0,11353.0
64177,United States of America,Bachelor,30.0,140000.0
64185,United States of America,Bachelor,6.0,77250.0
64189,United States of America,Bachelor,9.0,130000.0
64193,Spain,Bachelor,3.0,31992.0
64197,United States of America,Bachelor,7.0,170000.0
64198,United States of America,Bachelor,35.0,133000.0
64200,United States of America,Bachelor,7.0,100000.0
64211,Canada,less than bachelor's,7.0,59734.0
64213,United States of America,Bachelor,10.0,118000.0
64222,Brazil,Bachelor,3.0,27420.0
64226,United States of America,Bachelor,34.0,168000.0
64233,United States of America,Bachelor,3.0,120000.0
64237,Sweden,Bachelor,0.5,42660.0
64238,United States of America,Bachelor,5.0,160000.0
64243,United States of America,Masters,6.0,175000.0
64246,Brazil,less than bachelor's,21.0,51518.0
64247,Spain,less than bachelor's,5.0,21329.0
64256,United States of America,less than bachelor's,20.0,95000.0
64257,United States of America,Masters,25.0,145000.0
64264,Poland,Bachelor,7.0,90460.0
64266,Germany,Bachelor,2.0,37325.0
64267,United States of America,Bachelor,22.0,172500.0
64268,Netherlands,Bachelor,4.0,40956.0
64269,United States of America,Bachelor,2.0,110000.0
64272,Poland,Masters,7.0,33300.0
64281,Germany,less than bachelor's,2.0,13864.0
64282,United States of America,Masters,5.0,103000.0
64284,United States of America,Bachelor,6.0,170000.0
64286,United States of America,less than bachelor's,3.0,75000.0
64287,United States of America,Bachelor,39.0,125000.0
64292,United States of America,Bachelor,7.0,65000.0
64296,Canada,Bachelor,14.0,124935.0
64298,United States of America,Masters,25.0,83000.0
64299,United States of America,less than bachelor's,5.0,46150.0
64303,Spain,Masters,1.0,15360.0
64304,United States of America,Masters,13.0,150000.0
64305,United States of America,Masters,2.0,152000.0
64306,United Kingdom of Great Britain and Northern Ireland,Masters,6.0,125639.0
64308,Canada,Bachelor,22.0,85893.0
64316,United States of America,Bachelor,0.5,85000.0
64319,United States of America,Bachelor,15.0,75000.0
64321,United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,56538.0
64324,United States of America,Bachelor,13.0,145000.0
64327,Germany,PostGrad,0.5,47990.0
64329,United States of America,Masters,15.0,160000.0
64331,Brazil,Bachelor,2.0,27420.0
64335,Italy,less than bachelor's,4.0,16632.0
64337,United States of America,Bachelor,20.0,83000.0
64339,United States of America,Bachelor,43.0,160000.0
64346,United States of America,Bachelor,10.0,126000.0
64357,United States of America,Masters,5.0,130000.0
64360,United States of America,Masters,18.0,170000.0
64361,United States of America,Bachelor,28.0,116000.0
64365,Brazil,Bachelor,5.0,22440.0
64367,United States of America,Bachelor,1.0,82000.0
64371,France,Masters,4.0,51189.0
64376,United States of America,Masters,33.0,152000.0
64383,Canada,less than bachelor's,15.0,96824.0
64385,India,Bachelor,11.0,26246.0
